X|Y|OBJECTID|primary_key|final_case_type|occ_year|occ_dt|obfAddress|priority|zone|grid|how_received|unit_id1|unit_id2|unit_id3|report_flag|case_status|cleared_by|x_rand|y_rand|disclaimer|place_name|CFSType
-111.925537703341874|33.441716719030957|3764|TE2018131873|CODE5|2018|2018-11-01T01:42:07.000Z|1XXX N ESTHER ST|2|2|0404|S|5P23|||N|Y|2|697294|888244|Point has not been altered||Other Officer Initiated Call
-111.910080175283028|33.360402432473073|3765|TE2018131869|900|2018|2018-11-01T01:38:37.000Z|1XXX E BELL DE MAR DR|2|6|2801|T|4P61|4P62||N|Y|2|702011|858658|Point has not been altered|VILLA BLANCO|Check Welfare Call
-111.939817121194949|33.426406319323661|3766|TE2018131857|SUBJEC|2018|2018-11-01T01:19:07.000Z|4XX S MILL AVE|2|DT|0705|S|B71|B70|B703|Y|Y|5|692937|882674|Point has not been altered|RULA BULA|Other Officer Initiated Call
-111.940032743808231|33.423770564957223|3767|TE2018131871|417D|2018|2018-11-01T01:40:56.000Z|6XX S MILL AVE|2|DT|0707|S|B717|B702|W15|Y|Y|5|692871|881715|Point has not been altered|EL HEFE SUPER MACHO TAQUERIA|Subject Disturbing/Harassing Call
-111.924296168932273|33.414939170548955|3768|TE2018131875|647V|2018|2018-11-01T01:48:04.000Z|1XXX E APACHE BLVD|2|2|1003|S|P48|||N|Y|2|697672|878501|Point has not been altered|RISE ON APACHE|Suspicious Person/Vehicle Call
-111.917938243132639|33.414441937691031|3769|TE2018131830|415P|2018|2018-11-01T00:29:24.000Z|1XXX E APACHE BLVD|2|2|1008|T|4X30|||N|N|2|699612|878320|Point has not been altered| in NEXA APARTMENTS|Loud Music/Noise/Party Call
-111.939757474117911|33.423957507622198|3770|TE2018131877|416|2018|2018-11-01T01:51:29.000Z|6XX S MILL AVE|2|DT|0708|S|B710|B705|B721|Y|Y|5|692955|881783|Point has not been altered|MILL CUE CLUB|Criminal Damage Call
-111.908542346157134|33.414394955344328|3771|TE2018131881|586|2018|2018-11-01T02:04:48.000Z|1XXX E APACHE BLVD|4|2|1107|S|T400|||N|Y|8|702479|878303|Point has not been altered|TEMPE METRO APARTMENTS|Illegal Parking Call
-111.910963998475694|33.418077949345083|3772|TE2018131701|927|2018|2018-10-31T20:34:06.000Z|1XXX S VE ELLA CIR|2|2|1006|9|4P42|3P41|4P51|Y|Y|5|701740|879643|Point has not been altered|OMNIA MCCLINTOCK|Unknown Trouble Call
-111.923934512907763|33.440403092327529|3773|TE2018131865|961|2018|2018-11-01T01:32:25.000Z|1XXX E CURRY RD|2|2|0404|S|5P22|||Y|Y|6|697783|887766|Point has not been altered||Traffic Accident Call
-111.945802296952294|33.426646916874425|3774|TE2018131836|415P|2018|2018-11-01T00:47:36.000Z|3XX S WILSON ST|2|1|0605|T|4X20|4X10||N|Y|8|691111|882762|Point has not been altered||Loud Music/Noise/Party Call
-111.939817121194949|33.426406319323661|3775|TE2018131884|SUBJEC|2018|2018-11-01T02:11:58.000Z|4XX S MILL AVE|2|DT|0705|S|B705|B710|B721|N|Y|2|692937|882674|Point has not been altered|RULA BULA|Other Officer Initiated Call
-111.940010768607394|33.427387460925488|3776|TE2018131880|239F|2018|2018-11-01T02:03:37.000Z| MILL AVE / W 3RD ST|2|DT|0704|S|B716|B703|B704|N|Y|2|692878|883031|Point has not been altered||Family Fight Call
-111.939997416466383|33.426485989075566|3777|TE2018131822|VEHICL|2018|2018-11-01T00:25:36.000Z| 4TH ST / S MILL AVE|2|DT|0704|S|T525|T525|T400|Y|Y|5|692882|882703|Point has not been altered||Other Officer Initiated Call
-111.926317777003476|33.440290245704169|3778|TE2018131860|961H|2018|2018-11-01T01:21:40.000Z| SCOTTSDALE RD / E CURRY RD|2|2|0404|T|4P21|||Y|Y|6|697056|887725|Point has not been altered|CAMDEN APARTMENTS|Traffic Accident Call
-111.940020226502781|33.425985776391549|3779|TE2018131888|239|2018|2018-11-01T02:20:27.000Z|4XX S MILL AVE|2|DT|0704|S|B704|B716|B703|N|Y|2|692875|882521|Point has not been altered|BAC LOUNGE|Fight Call
-111.940010768607394|33.427387460925488|3780|TE2018131886|900|2018|2018-11-01T02:14:24.000Z| 3RD ST / S MILL AVE|2|DT|0704|T|B710|B705|B721|N|Y|2|692878|883031|Point has not been altered||Check Welfare Call
-111.925895489399082|33.415024262374438|3781|TE2018131878|929|2018|2018-11-01T01:50:38.000Z|9XX E APACHE BLVD|2|2|1003|T|4P22|5P23||N|Y|7|697184|878532|Point has not been altered|TACO BELL|Agency Assist Call
-111.940020226502781|33.425985776391549|3782|TE2018131893|SUBJEC|2018|2018-11-01T02:34:00.000Z|4XX S MILL AVE|2|DT|0704|S|B70|||N|Y|2|692875|882521|Point has not been altered|BAC LOUNGE|Other Officer Initiated Call
-111.920648634353739|33.416591131138503|3783|TE2018131891|SUBJEC|2018|2018-11-01T02:32:24.000Z|1XXX E LEMON ST|2|2|1004|S|K415|||N|N|W|698785|879102|Point has not been altered|THE MARK|Other Officer Initiated Call
-111.939997416466383|33.426485989075566|3784|TE2018131895|239F|2018|2018-11-01T02:38:40.000Z| 4TH ST / S MILL AVE|2|DT|0704|S|B709|B712||N|Y|2|692882|882703|Point has not been altered||Family Fight Call
-111.939997416466383|33.426485989075566|3785|TE2018131890|900|2018|2018-11-01T02:27:18.000Z| MILL AVE / W 4TH ST|2|DT|0704|T|B710|B705|B721|N|Y|2|692882|882703|Point has not been altered||Check Welfare Call
-111.932972543186807|33.387456992871059|3786|TE2018131889|417D|2018|2018-11-01T02:22:58.000Z| LA CORTA DR / E HERMOSA DR|2|3|1906|9|5P61|5P41||N|Y|2|695023|868502|Point has not been altered||Subject Disturbing/Harassing Call
-111.903681912101689|33.416153519567679|3787|TE2018131876|415P|2018|2018-11-01T01:49:17.000Z|1XXX E APACHE BLVD|2|2|1106|T|4X30|||N|Y|8|703962|878943|Point has not been altered| in BLVD 1900|Loud Music/Noise/Party Call
-111.940032743808231|33.423770564957223|3788|TE2018131885|239|2018|2018-11-01T02:12:25.000Z|6XX S MILL AVE|2|DT|0707|S|B709|B712|W15|Y|Y|5|692871|881715|Point has not been altered|FAT TUESDAY in CENTERPOINT|Fight Call
-111.929804240656708|33.451599546398072|3789|TE2018131809|240|2018|2018-11-01T00:01:32.000Z|6XX E MCKELLIPS RD|2|2|0107|T|4P22|5P13||Y|N|5|695993|891840|Point has not been altered| in SCOTTSDALE GATEWAY APARTMENTS|Assault Call
-111.926036636202326|33.417107540772164|3790|TE2018131894|417D|2018|2018-11-01T02:35:36.000Z|1XXX S RURAL RD|2|2|1003|T|5P23|||N|Y|2|697141|879290|Point has not been altered|DUTCH BROS COFFEE|Subject Disturbing/Harassing Call
-111.922117257028063|33.422585337434128|3791|TE2018131797|VEHICL|2018|2018-10-31T23:41:58.000Z|1XXX BLOCK E UNIVERSITY DR|2|2|0417|S|T520|4P23|T400|Y|Y|5|698337|881283|Point has not been altered||Other Officer Initiated Call
-111.904533227549749|33.421823557091663|3792|TE2018131900|VEHICL|2018|2018-11-01T02:51:04.000Z|1XXX E UNIVERSITY DR|2|2|1101|S|4P23|||N|Y|W|703702|881006|Point has not been altered|PAPAGO PARK VILLAGE|Other Officer Initiated Call
-111.939997416466383|33.426485989075566|3793|TE2018131852|VEHICL|2018|2018-11-01T01:10:45.000Z| 4TH ST / S MILL AVE|2|DT|0704|S|B70|B71|B712|Y|Y|5|692882|882703|Point has not been altered||Other Officer Initiated Call
-111.942055041418357|33.423814141923096|3794|TE2018131898|487R|2018|2018-11-01T02:44:10.000Z|1XX W 6TH ST|3|DT|0707|T|B710|B705|B721|N|Y|2|692254|881731|Point has not been altered|W6TH APARTMENTS|Theft Call
-111.926293087248723|33.424511711382628|3795|TE2018131901|VEHICL|2018|2018-11-01T02:55:56.000Z| RURAL RD / E 6TH ST|2|1|0706|S|T522|||N|Y|W|697063|881984|Point has not been altered||Other Officer Initiated Call
-111.956262410191528|33.41422674697052|3796|TE2018131879|415P|2018|2018-11-01T01:52:49.000Z|1XXX S BECK AVE|2|1|0809|T|4X20|4X10||N|Y|8|687918|878244|Point has not been altered||Loud Music/Noise/Party Call
-111.926810354708508|33.447534962389604|3797|TE2018131795|647|2018|2018-10-31T23:37:06.000Z|1XXX N SCOTTSDALE RD|2|2|0302|T|5P21|5P22|5P21|N|Y|7|696906|890361|Point has not been altered| in MOTEL 6|Suspicious Person/Vehicle Call
-111.885898596605799|33.399151493004119|3798|TE2018131899|SECCHK|2018|2018-11-01T02:50:34.000Z|2XXX S EVERGREEN RD|2|4|1704|S|5P41|||N|Y|2|709390|872758|Point has not been altered|DAUMLER PARK|Other Officer Initiated Call
-111.940251123442096|33.419257651076435|3799|TE2018131904|VEHICL|2018|2018-11-01T02:59:40.000Z|9XX S MILL AVE|2|1|0901|S|T523|||N|Y|W|692804|880073|Point has not been altered||Other Officer Initiated Call
-111.940032743808231|33.423770564957223|3800|TE2018131805|239|2018|2018-10-31T23:51:09.000Z|6XX S MILL AVE|2|DT|0707|S|B705|B72|B704|Y|Y|5|692871|881715|Point has not been altered|FAT TUESDAY in CENTERPOINT|Fight Call
-111.91888476937973|33.390769883424674|3801|TE2018131906|SECCHK|2018|2018-11-01T03:03:04.000Z|3XXX S KENNETH PL|2|4|2003|S|5P41|||N|Y|2|699323|869707|Point has not been altered|HOLLIS PARK|Other Officer Initiated Call
-111.925537703341874|33.441716719030957|3802|TE2018131902|CODE5|2018|2018-11-01T02:58:07.000Z|1XXX N ESTHER ST|2|2|0404|S|5P23|||N|Y|2|697294|888244|Point has not been altered||Other Officer Initiated Call
-111.926446051330416|33.385583259378365|3803|TE2018131905|961|2018|2018-11-01T03:01:25.000Z| RURAL RD / E US 60|2|4|2005|S|L31|P59||Y|Y|6|697015|867820|Point has not been altered||Traffic Accident Call
-111.910929581535669|33.393215858243352|3804|TE2018131911|647|2018|2018-11-01T03:17:35.000Z|1XXX E SOUTHERN AVE|2|4|1514|T|5P31|5P41||N|Y|2|701751|870597|Point has not been altered|TACO BELL|Suspicious Person/Vehicle Call
-111.940781448492118|33.345803352673201|3805|TE2018131908|415E|2018|2018-11-01T03:14:22.000Z| VINEDO LN / S DATELAND DR|3|5|3001|T|5P51|||N|N|2|692636|853347|Point has not been altered||Loud Music/Noise/Party Call
-111.887759684925669|33.429035327359337|3806|TE2018131855|900|2018|2018-11-01T01:17:49.000Z|2XXX E RIO SALADO PKWY|2|2|0421|T|5P21|||N|Y|2|708819|883631|Point has not been altered| in VILLAGIO AT TEMPE|Check Welfare Call
-111.939840908319482|33.330775079525218|3807|TE2018131914|459|2018|2018-11-01T03:37:01.000Z|1XX W LA VIEVE LN|1|5|3403|T|5P52|5P31|P59|N|Y|4|692922|847879|Point has not been altered||Burglary Call
-111.906096375472416|33.396722514027346|3808|TE2018131913|SECCHK|2018|2018-11-01T03:32:35.000Z|1XXX E DEL RIO DR|2|4|1607|S|5P41|||N|Y|2|703226|871873|Point has not been altered|MCCLINTOCK HIGH SCHOOL|Other Officer Initiated Call
-111.940020226502781|33.425985776391549|3809|TE2018131896|417D|2018|2018-11-01T02:40:57.000Z|4XX S MILL AVE|2|DT|0704|S|B71|W15|B70|Y|Y|5|692875|882521|Point has not been altered|414PUB&PIZZA|Subject Disturbing/Harassing Call
-111.947975962345978|33.41901683109964|3810|TE2018131912|SECCHK|2018|2018-11-01T03:23:47.000Z|1XXX S MITCHELL DR|2|1|0803|S|5P11|||N|Y|7|690447|879986|Point has not been altered|MITCHELL PARK|Other Officer Initiated Call
-111.944261528400048|33.436241917582485|3811|TE2018131897|418T|2018|2018-11-01T02:42:04.000Z|3XX W LAKEVIEW DR|2|1|0205|T|B709|B712||N|Y|7|691582|886253|Point has not been altered|LIGHT RAIL BRIDGE|Trespassing Call
-111.938049321391318|33.32814789154677|3812|TE2018131919|SECCHK|2018|2018-11-01T03:54:34.000Z|9XXX S WARNER RANCH DR|2|5|3403|S|5P51|||N|Y|2|693469|846923|Point has not been altered|HARELSON PARK|Other Officer Initiated Call
-111.940241281108598|33.407090470428493|3813|TE2018131882|390D|2018|2018-11-01T02:10:17.000Z|2XXX S MILL AVE|2|3|1401|S|T520||T400|Y|Y|5|692806|875646|Point has not been altered|WALGREENS|Drunk Driver Call
-111.94571097527529|33.34919386350915|3814|TE2018131922|VEHICL|2018|2018-11-01T04:01:25.000Z| ELLIOT RD / S KYRENE RD|2|5|2608|S|5P31|||N|Y|2|691131|854581|Point has not been altered||Other Officer Initiated Call
-111.926293087248723|33.424511711382628|3815|TE2018131883|VEHICL|2018|2018-11-01T02:11:45.000Z| RURAL RD / E 6TH ST|2|1|0706|S|T524|T400||N|Y|8|697063|881984|Point has not been altered||Other Officer Initiated Call
-111.932987464855842|33.326997062705381|3816|TE2018131920|SECCHK|2018|2018-11-01T03:58:00.000Z|5XX E KNOX RD|2|5|3403|S|5P51|||N|Y|2|695015|846504|Point has not been altered|HANGER PARK|Other Officer Initiated Call
-111.903978792913165|33.402936469551456|3817|TE2018131917|SECCHK|2018|2018-11-01T03:52:35.000Z|2XXX S LOS FELIZ DR|2|4|1602|S|5P41|||N|Y|2|703872|874134|Point has not been altered|SELLEH PARK|Other Officer Initiated Call
-111.924445981284563|33.441117643060061|3818|TE2018131925|586|2018|2018-11-01T04:24:46.000Z|9XX E HENRY ST|4|2|0404|T|5P52|||N|Y|2|697627|888026|Point has not been altered||Illegal Parking Call
-111.921731770486943|33.444382871546473|3819|TE2018131918|900|2018|2018-11-01T03:51:31.000Z|1XXX E WEBER DR|2|2|0403|T|5P52|5P61||N|N|2|698455|889214|Point has not been altered||Check Welfare Call
-111.940016509536761|33.424344983347204|3820|TE2018131887|961|2018|2018-11-01T02:18:44.000Z| MILL AVE / W 6TH ST|2|DT|0707|S|B714|B708|B700|Y|Y|5|692876|881924|Point has not been altered||Traffic Accident Call
-111.94217896119244|33.421662119853984|3821|TE2018131924|900|2018|2018-11-01T04:03:17.000Z|1XX W UNIVERSITY DR|2|1|0901|9|5P52|||N|N|2|692216|880948|Point has not been altered|CIRCLE K|Check Welfare Call
-111.9366697295997|33.422954878326031|3822|TE2018131903|415E|2018|2018-11-01T02:57:34.000Z|7XX S FOREST AVE|3|DT|0708|T|5P52|||N|N|2|693897|881418|Point has not been altered| in UNION TEMPE APARTMENTS|Loud Music/Noise/Party Call
-111.922657637329536|33.41650035311784|3823|TE2018131909|487|2018|2018-11-01T03:16:31.000Z|1XXX E LEMON ST|2|2|1003|9|5P21|5P22|5P23|Y|Y|5|698172|879069|Point has not been altered|EL PAISANO MARKET|Theft Call
-111.93982518964421|33.407412112311206|3824|TE2018131907|390D|2018|2018-11-01T03:03:05.000Z| BROADWAY RD / S MILL AVE|2|3|1402|9|K415|T523|T522|Y|Y|5|692933|875763|Point has not been altered||Drunk Driver Call
-111.943519706854204|33.347828385868191|3825|TE2018131931|CXL|2018|2018-11-01T05:39:24.000Z|3XX W ELLIOT RD|2|5|3001|T|1P41|1P31||N|Y|C|691800|854084|Point has not been altered||Cancelled Call
-111.931206491070853|33.386522751151837|3826|TE2018131930|900|2018|2018-11-01T05:28:35.000Z|5XX E RIVIERA DR|2|3|1906|9|5P51|||N|Y|2|695562|868162|Point has not been altered||Check Welfare Call
-111.945882827645846|33.363672545413984|3827|TE2018131933|585M|2018|2018-11-01T05:50:39.000Z| GUADALUPE RD / S KYRENE RD|2|5|2212|S|1P41|||N|Y|2|691080|859849|Point has not been altered||Traffic Hazard Call
-111.966588162095448|33.429897142877003|3828|TE2018131928|900|2018|2018-11-01T05:22:41.000Z|1XXX W RIO SALADO PKWY|2|1|0523|T|1P12|||N|N|2|684770|883947|Point has not been altered|AMERICAN AIRLINES CREDIT UNION|Check Welfare Call
-111.911220282775233|33.407705485058486|3829|TE2018131921|418T|2018|2018-11-01T03:56:49.000Z|1XXX E BROADWAY RD|2|2|1012|T|5P22|||N|Y|7|701662|875869|Point has not been altered|SAN MARBEYA APARTMENTS|Trespassing Call
-111.939691151761807|33.458273931899285|3830|TE2018131929|506|2018|2018-11-01T05:22:46.000Z| E CONTINENTAL DR|4|2|0101|T|1P22|||N|Y|2|692978|894269|Point has not been altered|PERA CLUB|City Code Violation Call
-111.887747464074394|33.416464146318518|3831|TE2018131935|PRKCHK|2018|2018-11-01T05:55:08.000Z|2XXX E MCARTHUR DR|2|2|1204|S|1P24|||N|Y|7|708824|879057|Point has not been altered|ESQUER PARK|
-111.894616938919214|33.36383893049026|3832|TE2018131938|961|2018|2018-11-01T06:05:08.000Z| GUADALUPE RD / S PRICE RD SB|2|6|2413|9|T609|||Y|Y|6|706732|859909|Point has not been altered||Traffic Accident Call
-111.926228579864642|33.434045903764428|3833|TE2018131934|961H|2018|2018-11-01T05:51:29.000Z| PLAYA DEL NORTE DR / N SCOTTSDALE RD|2|2|0420|9|1P21|||Y|Y|6|697083|885453|Point has not been altered||Traffic Accident Call
-111.970164337621625|33.429983600653742|3834|TE2018131943|SUBJEC|2018|2018-11-01T06:37:24.000Z|2XXX W RIO SALADO PKWY|2|1|0501|S|MET50|||N|Y|2|683679|883979|Point has not been altered|EAST VALLEY BUS OPERATIONS|Other Officer Initiated Call
-111.938142971920541|33.336209048396|3835|TE2018131352|239F|2018|2018-10-31T04:06:09.000Z|5X W CALLE MONTE VISTA DR|2|5|3006|9|5P31|5P32|5P61|N|Y|2|693441|849856|Point has not been altered||Family Fight Call
-111.896411331663444|33.422517841896266|3836|TE2018131942|FALSE|2018|2018-11-01T06:31:35.000Z|2XXX E UNIVERSITY DR|2|2|0413|X|1P31|1P21||N|Y|2|706180|881259|Point has not been altered||Alarm Call
-111.913747217639113|33.396843859945136|3837|TE2018131926|929|2018|2018-11-01T04:51:23.000Z|1XXX E DEL RIO DR|2|4|1511|T|1P41|1P41|INT500|N|Y|9|700891|871917|Point has not been altered|GOODWILL|Agency Assist Call
-111.934968456416371|33.421954723587689|3838|TE2018131947|417D|2018|2018-11-01T06:57:29.000Z| COLLEGE AVE / E UNIVERSITY DR|2|1|0709|T|1P21|||N|Y|2|694416|881054|Point has not been altered||Subject Disturbing/Harassing Call
-111.926112515104876|33.391442905070463|3839|TE2018131946|418T|2018|2018-11-01T06:56:46.000Z|3XXX S RURAL RD|2|4|2001|T|1P41|||N|N|2|697117|869952|Point has not been altered|CARSTEN INSTITUTE|Trespassing Call
-111.887747464074394|33.416464146318518|3840|TE2018131957|PRKCHK|2018|2018-11-01T07:36:22.000Z|2XXX E MCARTHUR DR|2|2|1204|S|1P24|||N|Y|7|708824|879057|Point has not been altered|ESQUER PARK|
-111.887747464074394|33.416464146318518|3841|TE2018131958|PRKCHK|2018|2018-11-01T07:36:43.000Z|2XXX E MCARTHUR DR|2|2|1204|S|1P24|||N|Y|7|708824|879057|Point has not been altered|ESQUER PARK|
-111.887747464074394|33.416464146318518|3842|TE2018131960|PRKCHK|2018|2018-11-01T07:37:10.000Z|2XXX E MCARTHUR DR|2|2|1204|S|1P24|||N|Y|7|708824|879057|Point has not been altered|ESQUER PARK|
-111.940334400612869|33.412120034095054|3843|TE2018131949|417D|2018|2018-11-01T07:04:19.000Z|1XXX S MILL AVE|2|1|0908|T|1P31|1P24||N|Y|7|692778|877476|Point has not been altered|TEMPE SAINT LUKES|Subject Disturbing/Harassing Call
-111.895335144532353|33.400395755056302|3844|TE2018131932|487|2018|2018-11-01T05:47:47.000Z|2XXX E ALAMEDA DR|3|4|1614|T|1P32|||Y|Y|5|706510|873210|Point has not been altered||Theft Call
-111.97269765542805|33.378227227202061|3845|TE2018131956|900|2018|2018-11-01T07:30:20.000Z|2XXX W BASELINE RD|2|3|1807|9|1P31|1P31||N|N|2|682896|865148|Point has not been altered|BURGER KING|Check Welfare Call
-111.909230067503202|33.381826336221302|3846|TE2018131952|INVEST|2018|2018-11-01T07:09:09.000Z| MCCLINTOCK DR / E MINTON DR|3|6|2011|S|T607|||N|Y|2|702270|866453|Point has not been altered||Other Officer Initiated Call
-111.938142971920541|33.336209048396|3847|TE2018131945|418|2018|2018-11-01T06:48:26.000Z|5X W CALLE MONTE VISTA DR|3|5|3006|T|1P52|||N|Y|2|693441|849856|Point has not been altered||Civil Matter/Standby/Dispute Call
-111.9504706448066|33.428913159996526|3848|TE2018131937|586|2018|2018-11-01T06:01:54.000Z|8XX W 1ST ST|4|1|0604|T|T401|1P31|T401|N|Y|2|689687|883587|Point has not been altered||Illegal Parking Call
-111.925623075697601|33.4430496823678|3849|TE2018131968|647|2018|2018-11-01T08:08:08.000Z|1XXX N ESTHER ST|2|2|0404|T|1P21|1P23|1P24|N|Y|2|697268|888729|Point has not been altered||Suspicious Person/Vehicle Call
-111.909299555962178|33.45125647518644|3850|TE2018131970|647|2018|2018-11-01T08:11:53.000Z| MCKELLIPS RD / N MCCLINTOCK DR|2|2|0406|T|1P24|1P23||N|Y|7|702247|891715|Point has not been altered||Suspicious Person/Vehicle Call
-111.925918955286818|33.327154451451179|3851|TE2018131959|962|2018|2018-11-01T07:36:49.000Z|1XXX E KNOX RD|1|6|3503|S|D412|||N|Y|9|697174|846561|Point has not been altered|CORONA DEL SOL|Traffic Accident Call
-111.934283162394905|33.388055968204647|3852|TE2018131951|586|2018|2018-11-01T07:04:35.000Z|3XX E HERMOSA DR|4|3|1906|T|T401|||N|Y|8|694623|868720|Point has not been altered||Illegal Parking Call
-111.93072498936705|33.38715219372704|3853|TE2018131979|586|2018|2018-11-01T08:40:12.000Z| HERMOSA DR / S MCALLISTER AVE|4|3|1906|S|T401|||N|Y|8|695709|868391|Point has not been altered||Illegal Parking Call
-111.978301741805893|33.400055220887985|3854|TE2018131963|961|2018|2018-11-01T07:46:33.000Z| 48TH ST / W ALAMEDA DR|2|3|0515|9|1P21|T609|1P32|Y|Y|6|681190|873091|Point has not been altered||Traffic Accident Call
-111.930724873469615|33.386432108927906|3855|TE2018131984|586|2018|2018-11-01T08:50:23.000Z| RIVIERA DR / S MCALLISTER AVE|4|3|1906|S|T401|||N|Y|8|695709|868129|Point has not been altered||Illegal Parking Call
-111.930715281346806|33.387902512117947|3856|TE2018131989|586|2018|2018-11-01T08:58:01.000Z| MANHATTON DR / S MCALLISTER AVE|4|3|1907|S|T401|||N|Y|2|695712|868664|Point has not been altered||Illegal Parking Call
-111.925726094313674|33.393311854621693|3857|TE2018131981|502C|2018|2018-11-01T08:41:18.000Z|3XXX S RURAL RD|1|4|1512|9|1P52|||N|Y|9|697235|870632|Point has not been altered|FRYS GAS STATION|Citizen Assist Call
-111.904849709688051|33.43244339529393|3858|TE2018131532|487Z|2018|2018-10-31T14:17:21.000Z|2XXX E RIO SALADO PKWY|5|2|0430|T|3P21|||Y|Y|5|703605|884870|Point has not been altered|BARNES AND NOBLE|Theft Call
-111.918563892237358|33.400304128124517|3859|TE2018131971|647V|2018|2018-11-01T08:18:40.000Z| ALAMEDA DR / S MAE PL|2|4|1510|T|1P41|T604||N|Y|7|699421|873176|Point has not been altered||Suspicious Person/Vehicle Call
-111.891179149278329|33.392938532367765|3860|TE2018131993|961|2018|2018-11-01T09:02:10.000Z|LXXX 101 / E SOUTHERN AVE|2|4|1703|S|T513|||N|Y|9|707779|870497|Point has not been altered||Traffic Accident Call
-111.936010822000725|33.407657373761715|3861|TE2018131939|418T|2018|2018-11-01T06:15:02.000Z|1XX E BROADWAY RD|1|1|0913|T|1P12|1P23|1P22|Y|Y|5|694097|875852|Point has not been altered||Trespassing Call
-111.914836048205473|33.349120290372554|3862|TE2018131998|VEHICL|2018|2018-11-01T09:17:30.000Z| WILLOW DR / E ELLIOT RD|2|6|2706|S|T603|||N|Y|8|700559|854553|Point has not been altered||Other Officer Initiated Call
-111.921021384019895|33.399215696019155|3863|TE2018131986|647|2018|2018-11-01T08:49:14.000Z|1XXX E BALBOA DR|2|4|1510|T|2P31|1P52||N|N|2|698671|872780|Point has not been altered||Suspicious Person/Vehicle Call
-111.944986514084576|33.407589688007874|3864|TE2018131980|416R|2018|2018-11-01T08:40:38.000Z|4XX W BROADWAY RD|3|1|0816|T|2P12|||Y|Y|5|691358|875828|Point has not been altered||Criminal Damage Call
-111.963108816862345|33.334531172424398|3865|TE2018131991|961|2018|2018-11-01T08:58:29.000Z| PRIEST DR / W WARNER RD|2|5|2905|9|T510|T609||Y|Y|6|685816|849248|Point has not been altered||Traffic Accident Call
-111.956471670651155|33.420350118670257|3866|TE2018131995|585M|2018|2018-11-01T09:11:47.000Z| BECK AVE / W LAIRD ST|2|1|0802|9|1P12|||N|Y|2|687855|880472|Point has not been altered||Traffic Hazard Call
-111.965103529661803|33.359428461591165|3867|TE2018132001|CXL|2018|2018-11-01T09:36:25.000Z|6XXX S CLEMENTINE CT|2|5|2509|T|K414|1P52|2P32|N|Y|C|685211|858307|Point has not been altered||Cancelled Call
-111.910475419018809|33.375359374733577|3868|TE2018132000|VEHICL|2018|2018-11-01T09:34:09.000Z| MCCLINTOCK DR / E OXFORD DR|2|6|2403|S|T603|||N|Y|8|701890|864100|Point has not been altered||Other Officer Initiated Call
-111.938160778600832|33.421943217931648|3869|TE2018132002|585M|2018|2018-11-01T09:39:30.000Z| UNIVERSITY DR / S MYRTLE AVE|2|DT|0708|S|1P12|||N|Y|2|693442|881050|Point has not been altered||Traffic Hazard Call
-111.933412718068098|33.444717147840336|3870|TE2018131987|FALSE|2018|2018-11-01T08:53:06.000Z|1XXX N COLLEGE AVE|2|2|0301|T|2P21|||N|N|2|694892|889336|Point has not been altered|EISENDRATH PROPERTY|Alarm Call
-111.978400970783568|33.378191540749853|3871|TE2018131977|961H|2018|2018-11-01T08:36:30.000Z| BASELINE RD / S 48TH ST|2|3|1809|T|T607|||Y|Y|6|681155|865136|Point has not been altered|FRYS FOOD & DRUG STORE|Traffic Accident Call
-111.927946095504552|33.407507206664413|3872|TE2018132003|585M|2018|2018-11-01T09:42:51.000Z| BROADWAY RD / S GRANADA DR|2|3|1404|T|1P41|||N|Y|2|696558|875797|Point has not been altered||Traffic Hazard Call
-111.906614523517135|33.421298798823187|3873|TE2018131982|459FR|2018|2018-11-01T08:42:54.000Z|8XX S HACIENDA DR|3|2|1101|T|2P23|||Y|Y|5|703067|880815|Point has not been altered|APACHE SUBSTATION|Theft/Burglary From Vehicle Call
-111.974244369953425|33.428648801761639|3874|TE2018131974|900|2018|2018-11-01T08:29:01.000Z|2XXX W 1ST ST|2|1|0501|T|1P23|||N|Y|7|682434|883494|Point has not been altered||Check Welfare Call
-111.925056584554|33.449912448942676|3875|TE2018132006|900|2018|2018-11-01T09:46:25.000Z|1XXX N SCOTTSDALE RD|2|2|0401|9|1P12|2P21||N|N|2|697441|891226|Point has not been altered|FOOD CITY|Check Welfare Call
-111.911837678524748|33.383865790542941|3876|TE2018131965|928|2018|2018-11-01T07:50:03.000Z| CARSON DR / S WILLOW DR|4|6|2011|T|1P61|||N|Y|2|701474|867195|Point has not been altered||Found Property Call
-111.919573526943083|33.412388852712766|3877|TE2018132012|418T|2018|2018-11-01T10:01:27.000Z|1XXX S STANLEY PL|2|2|1007|9|2P23|1P12|P42|N|Y|4|699113|877573|Point has not been altered||Trespassing Call
-111.950459400316674|33.425271536668347|3878|TE2018132013|417D|2018|2018-11-01T10:03:41.000Z|8XX W 5TH ST|2|1|0608|9|2P12|1P21|2P11|N|N|2|689690|882262|Point has not been altered|JAYCEE PARK|Subject Disturbing/Harassing Call
-111.909167490878659|33.385693354728531|3879|TE2018132005|3511|2018|2018-11-01T09:47:06.000Z| US 60 / S MCCLINTOCK DR|2|4|2101|S|T603|||Y|Y|5|702289|867860|Point has not been altered||3511 Vehicle Impound Call
